Long Station Name,Short Station Name,Station Number,Sample Code,Collection Date,Analyte,CAS Reg Number,Result,Rpt Limit,Units,Method,Matrix,Sample Type,Parent Sample,Description,Notes,Date,Year,Depth,Units2
CLEAR LK 15-UP ARM CL-1          ,CLEAR LK 15-UP ARM C,A8L90382519,NA0700B0021,7/11/2000 12:45,Total Kjeldahl Nitrogen,0,0.4,0.1,mg/L as N,EPA 351.2 DWR Modified [1]*,"Water, Natural",Normal Sample,0,N21,,7/11/2000,2000,0.15,mg/L as N 
CLEAR LK 15-UP ARM CL-1          ,CLEAR LK 15-UP ARM C,A8L90382519,NA0700B0021,7/11/2000 12:45,Dissolved ortho-Phosphate,14265442,0.05,0.01,mg/L as P,"Std Method 4500-P, F [1]*","Water, Natural",Normal Sample,0,N21,,7/11/2000,2000,0.15,mg/L as P 
CLEAR LK 15-UP ARM CL-1          ,CLEAR LK 15-UP ARM C,A8L90382519,NA0700B0022,7/11/2000 12:45,Dissolved ortho-Phosphate,14265442,0.1,0.01,mg/L as P,"Std Method 4500-P, F [1]*","Water, Natural",Normal Sample,0,N22,,7/11/2000,2000,6,mg/L as P 
CLEAR LK 15-UP ARM CL-1          ,CLEAR LK 15-UP ARM C,A8L90382519,NA0800B0184,8/15/2000 13:15,Dissolved Ammonia,7664417,0.01,0.01,mg/L as N,EPA 350.1 DWR Modified [1]*,"Water, Natural",Normal Sample,0,N84,,8/15/2000,2000,0.15,mg/L as N 
CLEAR LK 15-UP ARM CL-1          ,CLEAR LK 15-UP ARM C,A8L90382519,NA0800B0185,8/15/2000 13:15,Dissolved Ammonia,7664417,0.01,0.01,mg/L as N,EPA 350.1 DWR Modified [1]*,"Water, Natural",Normal Sample,0,N85,,8/15/2000,2000,6,mg/L as N 
CLEAR LK 15-UP ARM CL-1          ,CLEAR LK 15-UP ARM C,A8L90382519,NA0800B0185,8/15/2000 13:15,Dissolved Iron,7439896,0.007,0.005,mg/L,EPA 200.8 (D) [1]*,"Water, Natural",Normal Sample,0,N85,,8/15/2000,2000,6,mg/L   
CLEAR LK 15-UP ARM CL-1          ,CLEAR LK 15-UP ARM C,A8L90382519,NA0800B0184,8/15/2000 13:15,Dissolved Iron,7439896,0.005,0.005,mg/L,EPA 200.8 (D) [1]*,"Water, Natural",Normal Sample,0,N84,,8/15/2000,2000,0.15,mg/L   
CLEAR LK 15-UP ARM CL-1          ,CLEAR LK 15-UP ARM C,A8L90382519,NA0800B0185,8/15/2000 13:15,Total Iron,7439896,0.075,0.005,mg/L,EPA 200.8 (T) [1]*,"Water, Natural",Normal Sample,0,N85,,8/15/2000,2000,6,mg/L   
CLEAR LK 15-UP ARM CL-1          ,CLEAR LK 15-UP ARM C,A8L90382519,NA0800B0184,8/15/2000 13:15,Total Iron,7439896,0.037,0.005,mg/L,EPA 200.8 (T) [1]*,"Water, Natural",Normal Sample,0,N84,,8/15/2000,2000,0.15,mg/L   
CLEAR LK 15-UP ARM CL-1          ,CLEAR LK 15-UP ARM C,A8L90382519,NA0800B0184,8/15/2000 13:15,Dissolved Nitrate + Nitrite,0,0.01,0.01,mg/L as N,Std Method 4500-NO3-F (DWR Mod [1]*,"Water, Natural",Normal Sample,0,N84,,8/15/2000,2000,0.15,mg/L as N 
CLEAR LK 15-UP ARM CL-1          ,CLEAR LK 15-UP ARM C,A8L90382519,NA0800B0185,8/15/2000 13:15,Dissolved Nitrate + Nitrite,0,0.01,0.01,mg/L as N,Std Method 4500-NO3-F (DWR Mod [1]*,"Water, Natural",Normal Sample,0,N85,,8/15/2000,2000,6,mg/L as N 
CLEAR LK 15-UP ARM CL-1          ,CLEAR LK 15-UP ARM C,A8L90382519,NA0800B0185,8/15/2000 13:15,Total Phosphorus,7723140,0.23,0.01,mg/L as P,EPA 365.4 DWR Modified [1]*,"Water, Natural",Normal Sample,0,N85,,8/15/2000,2000,6,mg/L as P 
CLEAR LK 15-UP ARM CL-1          ,CLEAR LK 15-UP ARM C,A8L90382519,NA0800B0184,8/15/2000 13:15,Total Phosphorus,7723140,0.22,0.01,mg/L as P,EPA 365.4 DWR Modified [1]*,"Water, Natural",Normal Sample,0,N84,,8/15/2000,2000,0.15,mg/L as P 
CLEAR LK 15-UP ARM CL-1          ,CLEAR LK 15-UP ARM C,A8L90382519,NA0800B0185,8/15/2000 13:15,Total Kjeldahl Nitrogen,0,0.5,0.1,mg/L as N,EPA 351.2 DWR Modified [1]*,"Water, Natural",Normal Sample,0,N85,,8/15/2000,2000,6,mg/L as N 
CLEAR LK 15-UP ARM CL-1          ,CLEAR LK 15-UP ARM C,A8L90382519,NA0800B0184,8/15/2000 13:15,Total Kjeldahl Nitrogen,0,0.5,0.1,mg/L as N,EPA 351.2 DWR Modified [1]*,"Water, Natural",Normal Sample,0,N84,,8/15/2000,2000,0.15,mg/L as N 
CLEAR LK 15-UP ARM CL-1          ,CLEAR LK 15-UP ARM C,A8L90382519,NA0800B0184,8/15/2000 13:15,Dissolved ortho-Phosphate,14265442,0.09,0.01,mg/L as P,"Std Method 4500-P, F [1]*","Water, Natural",Normal Sample,0,N84,,8/15/2000,2000,0.15,mg/L as P 
CLEAR LK 15-UP ARM CL-1          ,CLEAR LK 15-UP ARM C,A8L90382519,NA0800B0185,8/15/2000 13:15,Dissolved ortho-Phosphate,14265442,0.08,0.01,mg/L as P,"Std Method 4500-P, F [1]*","Water, Natural",Normal Sample,0,N85,,8/15/2000,2000,6,mg/L as P 
CLEAR LK 15-UP ARM CL-1          ,CLEAR LK 15-UP ARM C,A8L90382519,NA0900B0026,9/13/2000 14:40,Dissolved Ammonia,7664417,0.01,0.01,mg/L as N,EPA 350.1 DWR Modified [1]*,"Water, Natural",Normal Sample,0,,,9/13/2000,2000,1,mg/L as N 
CLEAR LK 15-UP ARM CL-1          ,CLEAR LK 15-UP ARM C,A8L90382519,NA0900B0027,9/13/2000 14:40,Dissolved Ammonia,7664417,0.01,0.01,mg/L as N,EPA 350.1 DWR Modified [1]*,"Water, Natural",Normal Sample,0,,,9/13/2000,2000,1,mg/L as N 
CLEAR LK 15-UP ARM CL-1          ,CLEAR LK 15-UP ARM C,A8L90382519,NA0900B0027,9/13/2000 14:40,Dissolved Iron,7439896,0.074,0.005,mg/L,EPA 200.8 (D) [1]*,"Water, Natural",Normal Sample,0,,,9/13/2000,2000,1,mg/L   
CLEAR LK 15-UP ARM CL-1          ,CLEAR LK 15-UP ARM C,A8L90382519,NA0900B0026,9/13/2000 14:40,Dissolved Iron,7439896,0.033,0.005,mg/L,EPA 200.8 (D) [1]*,"Water, Natural",Normal Sample,0,,,9/13/2000,2000,1,mg/L   
CLEAR LK 15-UP ARM CL-1          ,CLEAR LK 15-UP ARM C,A8L90382519,NA0900B0026,9/13/2000 14:40,Total Iron,7439896,0.083,0.005,mg/L,EPA 200.8 (T) [1]*,"Water, Natural",Normal Sample,0,,,9/13/2000,2000,1,mg/L   
CLEAR LK 15-UP ARM CL-1          ,CLEAR LK 15-UP ARM C,A8L90382519,NA0900B0027,9/13/2000 14:40,Total Iron,7439896,0.198,0.005,mg/L,EPA 200.8 (T) [1]*,"Water, Natural",Normal Sample,0,,,9/13/2000,2000,1,mg/L   
CLEAR LK 15-UP ARM CL-1          ,CLEAR LK 15-UP ARM C,A8L90382519,NA0900B0027,9/13/2000 14:40,Dissolved Nitrate + Nitrite,0,0.01,0.01,mg/L as N,Std Method 4500-NO3-F (DWR Mod [1]*,"Water, Natural",Normal Sample,0,,,9/13/2000,2000,1,mg/L as N 
CLEAR LK 15-UP ARM CL-1          ,CLEAR LK 15-UP ARM C,A8L90382519,NA0900B0026,9/13/2000 14:40,Dissolved Nitrate + Nitrite,0,0.01,0.01,mg/L as N,Std Method 4500-NO3-F (DWR Mod [1]*,"Water, Natural",Normal Sample,0,,,9/13/2000,2000,1,mg/L as N 
CLEAR LK 15-UP ARM CL-1          ,CLEAR LK 15-UP ARM C,A8L90382519,NA0900B0026,9/13/2000 14:40,Total Phosphorus,7723140,0.26,0.01,mg/L as P,EPA 365.4 DWR Modified [1]*,"Water, Natural",Normal Sample,0,,,9/13/2000,2000,1,mg/L as P 
CLEAR LK 15-UP ARM CL-1          ,CLEAR LK 15-UP ARM C,A8L90382519,NA0900B0027,9/13/2000 14:40,Total Phosphorus,7723140,0.38,0.01,mg/L as P,EPA 365.4 DWR Modified [1]*,"Water, Natural",Normal Sample,0,,,9/13/2000,2000,1,mg/L as P 
CLEAR LK 15-UP ARM CL-1          ,CLEAR LK 15-UP ARM C,A8L90382519,NA0900B0026,9/13/2000 14:40,Total Kjeldahl Nitrogen,0,0.6,0.1,mg/L as N,EPA 351.2 DWR Modified [1]*,"Water, Natural",Normal Sample,0,,,9/13/2000,2000,1,mg/L as N 
CLEAR LK 15-UP ARM CL-1          ,CLEAR LK 15-UP ARM C,A8L90382519,NA0900B0027,9/13/2000 14:40,Total Kjeldahl Nitrogen,0,0.7,0.1,mg/L as N,EPA 351.2 DWR Modified [1]*,"Water, Natural",Normal Sample,0,,,9/13/2000,2000,1,mg/L as N 
CLEAR LK 15-UP ARM CL-1          ,CLEAR LK 15-UP ARM C,A8L90382519,NA0900B0026,9/13/2000 14:40,Dissolved ortho-Phosphate,14265442,0.18,0.01,mg/L as P,EPA 365.1 (DWR Modified) [1]*,"Water, Natural",Normal Sample,0,,,9/13/2000,2000,1,mg/L as P 
CLEAR LK 15-UP ARM CL-1          ,CLEAR LK 15-UP ARM C,A8L90382519,NA0900B0027,9/13/2000 14:40,Dissolved ortho-Phosphate,14265442,0.23,0.01,mg/L as P,EPA 365.1 (DWR Modified) [1]*,"Water, Natural",Normal Sample,0,,,9/13/2000,2000,1,mg/L as P 
CLEAR LK 15-UP ARM CL-1          ,CLEAR LK 15-UP ARM C,A8L90382519,NA1200B1179,12/19/2000 13:20,Dissolved Ammonia,7664417,0.01,0.01,mg/L as N,EPA 350.1 DWR Modified [1]*,"Water, Natural",Normal Sample,0,,,12/19/2000,2000,1,mg/L as N 
CLEAR LK 15-UP ARM CL-1          ,CLEAR LK 15-UP ARM C,A8L90382519,NA1200B1180,12/19/2000 13:20,Dissolved Ammonia,7664417,0.01,0.01,mg/L as N,EPA 350.1 DWR Modified [1]*,"Water, Natural",Normal Sample,0,,,12/19/2000,2000,1,mg/L as N 
CLEAR LK 15-UP ARM CL-1          ,CLEAR LK 15-UP ARM C,A8L90382519,NA1200B1179,12/19/2000 13:20,Dissolved Iron,7439896,0.023,0.005,mg/L,EPA 200.8 (D) [1]*,"Water, Natural",Normal Sample,0,,,12/19/2000,2000,1,mg/L   
CLEAR LK 15-UP ARM CL-1          ,CLEAR LK 15-UP ARM C,A8L90382519,NA1200B1180,12/19/2000 13:20,Dissolved Iron,7439896,0.03,0.005,mg/L,EPA 200.8 (D) [1]*,"Water, Natural",Normal Sample,0,,,12/19/2000,2000,1,mg/L   
CLEAR LK 15-UP ARM CL-1          ,CLEAR LK 15-UP ARM C,A8L90382519,NA1200B1180,12/19/2000 13:20,Total Iron,7439896,0.36,0.005,mg/L,EPA 200.8 (T) [1]*,"Water, Natural",Normal Sample,0,,,12/19/2000,2000,1,mg/L   
CLEAR LK 15-UP ARM CL-1          ,CLEAR LK 15-UP ARM C,A8L90382519,NA1200B1179,12/19/2000 13:20,Total Iron,7439896,0.282,0.005,mg/L,EPA 200.8 (T) [1]*,"Water, Natural",Normal Sample,0,,,12/19/2000,2000,1,mg/L   
CLEAR LK 15-UP ARM CL-1          ,CLEAR LK 15-UP ARM C,A8L90382519,NA1200B1179,12/19/2000 13:20,Dissolved Nitrate + Nitrite,0,0.01,0.01,mg/L as N,Std Method 4500-NO3-F (DWR Mod [1]*,"Water, Natural",Normal Sample,0,,,12/19/2000,2000,1,mg/L as N 
CLEAR LK 15-UP ARM CL-1          ,CLEAR LK 15-UP ARM C,A8L90382519,NA1200B1180,12/19/2000 13:20,Dissolved Nitrate + Nitrite,0,0.01,0.01,mg/L as N,Std Method 4500-NO3-F (DWR Mod [1]*,"Water, Natural",Normal Sample,0,,,12/19/2000,2000,1,mg/L as N 
CLEAR LK 15-UP ARM CL-1          ,CLEAR LK 15-UP ARM C,A8L90382519,NA1200B1179,12/19/2000 13:20,Total Phosphorus,7723140,0.06,0.01,mg/L as P,EPA 365.4 DWR Modified [1]*,"Water, Natural",Normal Sample,0,,,12/19/2000,2000,1,mg/L as P 
CLEAR LK 15-UP ARM CL-1          ,CLEAR LK 15-UP ARM C,A8L90382519,NA1200B1180,12/19/2000 13:20,Total Phosphorus,7723140,0.03,0.01,mg/L as P,EPA 365.4 DWR Modified [1]*,"Water, Natural",Normal Sample,0,,,12/19/2000,2000,1,mg/L as P 
CLEAR LK 15-UP ARM CL-1          ,CLEAR LK 15-UP ARM C,A8L90382519,NA1200B1179,12/19/2000 13:20,Total Kjeldahl Nitrogen,0,0.4,0.1,mg/L as N,EPA 351.2 DWR Modified [1]*,"Water, Natural",Normal Sample,0,,,12/19/2000,2000,1,mg/L as N 
CLEAR LK 15-UP ARM CL-1          ,CLEAR LK 15-UP ARM C,A8L90382519,NA1200B1180,12/19/2000 13:20,Total Kjeldahl Nitrogen,0,0.6,0.1,mg/L as N,EPA 351.2 DWR Modified [1]*,"Water, Natural",Normal Sample,0,,,12/19/2000,2000,1,mg/L as N 
CLEAR LK 15-UP ARM CL-1          ,CLEAR LK 15-UP ARM C,A8L90382519,NA1200B1179,12/19/2000 13:20,Dissolved ortho-Phosphate,14265442,0.01,0.01,mg/L as P,EPA 365.1 (DWR Modified) [1]*,"Water, Natural",Normal Sample,0,,,12/19/2000,2000,1,mg/L as P 
CLEAR LK 15-UP ARM CL-1          ,CLEAR LK 15-UP ARM C,A8L90382519,NA1200B1180,12/19/2000 13:20,Dissolved ortho-Phosphate,14265442,0.01,0.01,mg/L as P,EPA 365.1 (DWR Modified) [1]*,"Water, Natural",Normal Sample,0,,,12/19/2000,2000,1,mg/L as P 
CLEAR LK 15-UP ARM CL-1          ,CLEAR LK 15-UP ARM C,A8L90382519,NA0101B0185,1/23/2001 11:20,Dissolved Ammonia,7664417,0.03,0.01,mg/L as N,EPA 350.1 DWR Modified [1]*,"Water, Natural",Normal Sample,0,,,1/23/2001,2001,1,mg/L as N 
CLEAR LK 15-UP ARM CL-1          ,CLEAR LK 15-UP ARM C,A8L90382519,NA0101B0184,1/23/2001 11:20,Dissolved Ammonia,7664417,0.03,0.01,mg/L as N,EPA 350.1 DWR Modified [1]*,"Water, Natural",Normal Sample,0,,,1/23/2001,2001,1,mg/L as N 
CLEAR LK 15-UP ARM CL-1          ,CLEAR LK 15-UP ARM C,A8L90382519,NA0101B0184,1/23/2001 11:20,Dissolved Iron,7439896,0.005,0.005,mg/L,EPA 200.8 (D) [1]*,"Water, Natural",Normal Sample,0,,,1/23/2001,2001,1,mg/L   
CLEAR LK 15-UP ARM CL-1          ,CLEAR LK 15-UP ARM C,A8L90382519,NA0101B0185,1/23/2001 11:20,Dissolved Iron,7439896,0.005,0.005,mg/L,EPA 200.8 (D) [1]*,"Water, Natural",Normal Sample,0,,,1/23/2001,2001,1,mg/L   
CLEAR LK 15-UP ARM CL-1          ,CLEAR LK 15-UP ARM C,A8L90382519,NA0101B0184,1/23/2001 11:20,Total Iron,7439896,0.273,0.005,mg/L,EPA 200.8 (T) [1]*,"Water, Natural",Normal Sample,0,,,1/23/2001,2001,1,mg/L   
CLEAR LK 15-UP ARM CL-1          ,CLEAR LK 15-UP ARM C,A8L90382519,NA0101B0185,1/23/2001 11:20,Total Iron,7439896,0.247,0.005,mg/L,EPA 200.8 (T) [1]*,"Water, Natural",Normal Sample,0,,,1/23/2001,2001,1,mg/L   
CLEAR LK 15-UP ARM CL-1          ,CLEAR LK 15-UP ARM C,A8L90382519,NA0101B0184,1/23/2001 11:20,Dissolved Nitrate + Nitrite,0,0.04,0.01,mg/L as N,Std Method 4500-NO3-F (DWR Mod [1]*,"Water, Natural",Normal Sample,0,,,1/23/2001,2001,1,mg/L as N 
CLEAR LK 15-UP ARM CL-1          ,CLEAR LK 15-UP ARM C,A8L90382519,NA0101B0185,1/23/2001 11:20,Dissolved Nitrate + Nitrite,0,0.04,0.01,mg/L as N,Std Method 4500-NO3-F (DWR Mod [1]*,"Water, Natural",Normal Sample,0,,,1/23/2001,2001,1,mg/L as N 
CLEAR LK 15-UP ARM CL-1          ,CLEAR LK 15-UP ARM C,A8L90382519,NA0101B0184,1/23/2001 11:20,Total Phosphorus,7723140,0.03,0.01,mg/L as P,EPA 365.4 DWR Modified [1]*,"Water, Natural",Normal Sample,0,,,1/23/2001,2001,1,mg/L as P 
CLEAR LK 15-UP ARM CL-1          ,CLEAR LK 15-UP ARM C,A8L90382519,NA0101B0185,1/23/2001 11:20,Total Phosphorus,7723140,0.04,0.01,mg/L as P,EPA 365.4 DWR Modified [1]*,"Water, Natural",Normal Sample,0,,,1/23/2001,2001,1,mg/L as P 
CLEAR LK 15-UP ARM CL-1          ,CLEAR LK 15-UP ARM C,A8L90382519,NA0101B0184,1/23/2001 11:20,Total Kjeldahl Nitrogen,0,0.3,0.1,mg/L as N,EPA 351.2 DWR Modified [1]*,"Water, Natural",Normal Sample,0,,,1/23/2001,2001,1,mg/L as N 
CLEAR LK 15-UP ARM CL-1          ,CLEAR LK 15-UP ARM C,A8L90382519,NA0101B0185,1/23/2001 11:20,Total Kjeldahl Nitrogen,0,0.4,0.1,mg/L as N,EPA 351.2 DWR Modified [1]*,"Water, Natural",Normal Sample,0,,,1/23/2001,2001,1,mg/L as N 
CLEAR LK 15-UP ARM CL-1          ,CLEAR LK 15-UP ARM C,A8L90382519,NA0101B0184,1/23/2001 11:20,Dissolved ortho-Phosphate,14265442,0.01,0.01,mg/L as P,EPA 365.1 (DWR Modified) [1]*,"Water, Natural",Normal Sample,0,,,1/23/2001,2001,1,mg/L as P 
CLEAR LK 15-UP ARM CL-1          ,CLEAR LK 15-UP ARM C,A8L90382519,NA0101B0185,1/23/2001 11:20,Dissolved ortho-Phosphate,14265442,0.01,0.01,mg/L as P,EPA 365.1 (DWR Modified) [1]*,"Water, Natural",Normal Sample,0,,,1/23/2001,2001,1,mg/L as P 
CLEAR LK 15-UP ARM CL-1          ,CLEAR LK 15-UP ARM C,A8L90382519,NA0201B0024,2/27/2001 14:00,Dissolved Ammonia,7664417,0.01,0.01,mg/L as N,EPA 350.1 DWR Modified [1]*,"Water, Natural",Normal Sample,0,N0024,,2/27/2001,2001,0.15,mg/L as N 
CLEAR LK 15-UP ARM CL-1          ,CLEAR LK 15-UP ARM C,A8L90382519,NA0201B0025,2/27/2001 14:00,Dissolved Ammonia,7664417,0.01,0.01,mg/L as N,EPA 350.1 DWR Modified [1]*,"Water, Natural",Normal Sample,0,N0025,,2/27/2001,2001,6,mg/L as N 
CLEAR LK 15-UP ARM CL-1          ,CLEAR LK 15-UP ARM C,A8L90382519,NA0201B0024,2/27/2001 14:00,Dissolved Iron,7439896,0.01,0.005,mg/L,EPA 200.8 (D) [1]*,"Water, Natural",Normal Sample,0,N0024,,2/27/2001,2001,0.15,mg/L   
CLEAR LK 15-UP ARM CL-1          ,CLEAR LK 15-UP ARM C,A8L90382519,NA0201B0025,2/27/2001 14:00,Dissolved Iron,7439896,0.007,0.005,mg/L,EPA 200.8 (D) [1]*,"Water, Natural",Normal Sample,0,N0025,,2/27/2001,2001,6,mg/L   
CLEAR LK 15-UP ARM CL-1          ,CLEAR LK 15-UP ARM C,A8L90382519,NA0201B0025,2/27/2001 14:00,Total Iron,7439896,0.455,0.005,mg/L,EPA 200.8 (T) [1]*,"Water, Natural",Normal Sample,0,N0025,,2/27/2001,2001,6,mg/L   
CLEAR LK 15-UP ARM CL-1          ,CLEAR LK 15-UP ARM C,A8L90382519,NA0201B0024,2/27/2001 14:00,Total Iron,7439896,0.345,0.005,mg/L,EPA 200.8 (T) [1]*,"Water, Natural",Normal Sample,0,N0024,,2/27/2001,2001,0.15,mg/L   
CLEAR LK 15-UP ARM CL-1          ,CLEAR LK 15-UP ARM C,A8L90382519,NA0201B0024,2/27/2001 14:00,Dissolved Nitrate + Nitrite,0,0.02,0.01,mg/L as N,Std Method 4500-NO3-F (DWR Mod [1]*,"Water, Natural",Normal Sample,0,N0024,,2/27/2001,2001,0.15,mg/L as N 
CLEAR LK 15-UP ARM CL-1          ,CLEAR LK 15-UP ARM C,A8L90382519,NA0201B0025,2/27/2001 14:00,Dissolved Nitrate + Nitrite,0,0.04,0.01,mg/L as N,Std Method 4500-NO3-F (DWR Mod [1]*,"Water, Natural",Normal Sample,0,N0025,,2/27/2001,2001,6,mg/L as N 
CLEAR LK 15-UP ARM CL-1          ,CLEAR LK 15-UP ARM C,A8L90382519,NA0201B0025,2/27/2001 14:00,Total Phosphorus,7723140,0.01,0.01,mg/L as P,EPA 365.4 DWR Modified [1]*,"Water, Natural",Normal Sample,0,N0025,,2/27/2001,2001,6,mg/L as P 
CLEAR LK 15-UP ARM CL-1          ,CLEAR LK 15-UP ARM C,A8L90382519,NA0201B0024,2/27/2001 14:00,Total Phosphorus,7723140,0.02,0.01,mg/L as P,EPA 365.4 DWR Modified [1]*,"Water, Natural",Normal Sample,0,N0024,,2/27/2001,2001,0.15,mg/L as P 
CLEAR LK 15-UP ARM CL-1          ,CLEAR LK 15-UP ARM C,A8L90382519,NA0201B0024,2/27/2001 14:00,Total Kjeldahl Nitrogen,0,0.3,0.1,mg/L as N,EPA 351.2 DWR Modified [1]*,"Water, Natural",Normal Sample,0,N0024,,2/27/2001,2001,0.15,mg/L as N 
CLEAR LK 15-UP ARM CL-1          ,CLEAR LK 15-UP ARM C,A8L90382519,NA0201B0025,2/27/2001 14:00,Total Kjeldahl Nitrogen,0,0.2,0.1,mg/L as N,EPA 351.2 DWR Modified [1]*,"Water, Natural",Normal Sample,0,N0025,,2/27/2001,2001,6,mg/L as N 
CLEAR LK 15-UP ARM CL-1          ,CLEAR LK 15-UP ARM C,A8L90382519,NA0201B0024,2/27/2001 14:00,Dissolved ortho-Phosphate,14265442,0.01,0.01,mg/L as P,"Std Method 4500-P, F [1]*","Water, Natural",Normal Sample,0,N0024,,2/27/2001,2001,0.15,mg/L as P 
CLEAR LK 15-UP ARM CL-1          ,CLEAR LK 15-UP ARM C,A8L90382519,NA0201B0025,2/27/2001 14:00,Dissolved ortho-Phosphate,14265442,0.01,0.01,mg/L as P,"Std Method 4500-P, F [1]*","Water, Natural",Normal Sample,0,N0025,,2/27/2001,2001,6,mg/L as P 
CLEAR LK 15-UP ARM CL-1          ,CLEAR LK 15-UP ARM C,A8L90382519,NA0401B0786,4/17/2001 13:15,Dissolved Ammonia,7664417,0.02,0.02,mg/L as N,EPA 350.1 DWR Modified [1]*,"Water, Natural",Normal Sample,0,N786,,4/17/2001,2001,0.15,mg/L as N 
CLEAR LK 15-UP ARM CL-1          ,CLEAR LK 15-UP ARM C,A8L90382519,NA0401B0787,4/17/2001 13:15,Dissolved Ammonia,7664417,0.02,0.02,mg/L as N,EPA 350.1 DWR Modified [1]*,"Water, Natural",Normal Sample,0,N787,,4/17/2001,2001,6,mg/L as N 
CLEAR LK 15-UP ARM CL-1          ,CLEAR LK 15-UP ARM C,A8L90382519,NA0401B0786,4/17/2001 13:15,Dissolved Boron,7440428,0.7,0.1,mg/L,EPA 200.7 (D) [1]*,"Water, Natural",Normal Sample,0,N786,,4/17/2001,2001,0.15,mg/L   
CLEAR LK 15-UP ARM CL-1          ,CLEAR LK 15-UP ARM C,A8L90382519,NA0401B0786,4/17/2001 13:15,Dissolved Calcium,7440702,17,1,mg/L,EPA 200.7 (D) [1]*,"Water, Natural",Normal Sample,0,N786,,4/17/2001,2001,0.15,mg/L   
CLEAR LK 15-UP ARM CL-1          ,CLEAR LK 15-UP ARM C,A8L90382519,NA0401B0786,4/17/2001 13:15,Dissolved Chloride,16887006,5,1,mg/L,EPA 300.0 28d Hold [1]*,"Water, Natural",Normal Sample,0,N786,,4/17/2001,2001,0.15,mg/L   
CLEAR LK 15-UP ARM CL-1          ,CLEAR LK 15-UP ARM C,A8L90382519,NA0401B0786,4/17/2001 13:15,Dissolved Hardness,0,96,1,mg/L as CaCO3,Std Method 2340 B (D) [1]*,"Water, Natural",Normal Sample,0,N786,,4/17/2001,2001,0.15,mg/L as CaCO3 
CLEAR LK 15-UP ARM CL-1          ,CLEAR LK 15-UP ARM C,A8L90382519,NA0401B0787,4/17/2001 13:15,Dissolved Iron,7439896,0.006,0.005,mg/L,EPA 200.8 (D) [1]*,"Water, Natural",Normal Sample,0,N787,,4/17/2001,2001,6,mg/L   
CLEAR LK 15-UP ARM CL-1          ,CLEAR LK 15-UP ARM C,A8L90382519,NA0401B0786,4/17/2001 13:15,Dissolved Iron,7439896,0.005,0.005,mg/L,EPA 200.8 (D) [1]*,"Water, Natural",Normal Sample,0,N786,,4/17/2001,2001,0.15,mg/L   
CLEAR LK 15-UP ARM CL-1          ,CLEAR LK 15-UP ARM C,A8L90382519,NA0401B0786,4/17/2001 13:15,Dissolved Magnesium,7439954,13,1,mg/L,EPA 200.7 (D) [1]*,"Water, Natural",Normal Sample,0,N786,,4/17/2001,2001,0.15,mg/L   
CLEAR LK 15-UP ARM CL-1          ,CLEAR LK 15-UP ARM C,A8L90382519,NA0401B0787,4/17/2001 13:15,Dissolved Nitrate + Nitrite,0,0.1,0.1,mg/L as N,Std Method 4500-NO3-F (DWR Mod [1]*,"Water, Natural",Normal Sample,0,N787,,4/17/2001,2001,6,mg/L as N 
CLEAR LK 15-UP ARM CL-1          ,CLEAR LK 15-UP ARM C,A8L90382519,NA0401B0786,4/17/2001 13:15,Dissolved Nitrate + Nitrite,0,0.1,0.1,mg/L as N,Std Method 4500-NO3-F (DWR Mod [1]*,"Water, Natural",Normal Sample,0,N786,,4/17/2001,2001,0.15,mg/L as N 
CLEAR LK 15-UP ARM CL-1          ,CLEAR LK 15-UP ARM C,A8L90382519,NA0401B0786,4/17/2001 13:15,Total Phosphorus,7723140,0.01,0.01,mg/L as P,EPA 365.4 DWR Modified [1]*,"Water, Natural",Normal Sample,0,N786,,4/17/2001,2001,0.15,mg/L as P 
CLEAR LK 15-UP ARM CL-1          ,CLEAR LK 15-UP ARM C,A8L90382519,NA0401B0787,4/17/2001 13:15,Total Phosphorus,7723140,0.01,0.01,mg/L as P,EPA 365.4 DWR Modified [1]*,"Water, Natural",Normal Sample,0,N787,,4/17/2001,2001,6,mg/L as P 
CLEAR LK 15-UP ARM CL-1          ,CLEAR LK 15-UP ARM C,A8L90382519,NA0401B0786,4/17/2001 13:15,Dissolved Potassium,7440097,1.5,0.5,mg/L,EPA 200.7 (D) [1]*,"Water, Natural",Normal Sample,0,N786,,4/17/2001,2001,0.15,mg/L   
CLEAR LK 15-UP ARM CL-1          ,CLEAR LK 15-UP ARM C,A8L90382519,NA0401B0786,4/17/2001 13:15,Dissolved Sodium,7440235,9,1,mg/L,EPA 200.7 (D) [1]*,"Water, Natural",Normal Sample,0,N786,,4/17/2001,2001,0.15,mg/L   
CLEAR LK 15-UP ARM CL-1          ,CLEAR LK 15-UP ARM C,A8L90382519,NA0401B0786,4/17/2001 13:15,Dissolved Sulfate,14808798,10,1,mg/L,EPA 300.0 28d Hold [1]*,"Water, Natural",Normal Sample,0,N786,,4/17/2001,2001,0.15,mg/L   
CLEAR LK 15-UP ARM CL-1          ,CLEAR LK 15-UP ARM C,A8L90382519,NA0401B0787,4/17/2001 13:15,Total Kjeldahl Nitrogen,0,0.3,0.1,mg/L as N,EPA 351.2 DWR Modified [1]*,"Water, Natural",Normal Sample,0,N787,,4/17/2001,2001,6,mg/L as N 
