Long Station Name,Short Station Name,Station Number,Sample Code,Collection Date,Analyte,CAS Reg Number,Result,Rpt Limit,Units,Method,Matrix,Sample Type,Parent Sample,Description,Notes,Date,Depth,Units2,Year
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,WDIS_0205613,9/18/1968 12:30,Dissolved Ammonia,7664417,0.06,0.01,mg/L as N,EPA 350.2 [1]*,"Water, Natural",Normal Sample,0,Historic WDIS Database - Agency: DWR - Lab: DWR,,9/18/1968,0,mg/L as N ,1968
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,WDIS_0205614,9/18/1968 12:40,Dissolved Nitrate,14797558,0.06,0.01,mg/L as N,"Environ. Sci. and Tech, 6/67 [P/A]*","Water, Natural",Normal Sample,0,Historic WDIS Database - Agency: DWR - Lab: DWR,,9/18/1968,36,mg/L as N ,1968
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,WDIS_0205614,9/18/1968 12:40,Dissolved ortho-Phosphate,14265442,0.07,0.01,mg/L as P,"Std Method 4500-P, D [1]*","Water, Natural",Normal Sample,0,Historic WDIS Database - Agency: DWR - Lab: DWR,,9/18/1968,36,mg/L as P ,1968
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,WDIS_0205613,9/18/1968 12:30,Total Phosphorus,7723140,0.13,0.01,mg/L as P,UnkH Phosphorus [UnkH]*,"Water, Natural",Normal Sample,0,Historic WDIS Database - Agency: DWR - Lab: DWR,,9/18/1968,0,mg/L as P ,1968
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,WDIS_0205614,9/18/1968 12:40,Dissolved Ammonia,7664417,0.14,0.01,mg/L as N,EPA 350.2 [1]*,"Water, Natural",Normal Sample,0,Historic WDIS Database - Agency: DWR - Lab: DWR,,9/18/1968,36,mg/L as N ,1968
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,WDIS_0205614,9/18/1968 12:40,Total Phosphorus,7723140,0.23,0.01,mg/L as P,UnkH Phosphorus [UnkH]*,"Water, Natural",Normal Sample,0,Historic WDIS Database - Agency: DWR - Lab: DWR,,9/18/1968,36,mg/L as P ,1968
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,WDIS_0205614,9/18/1968 12:40,Total Organic Nitrogen,7727379,1.2,0.1,mg/L as N,EPA 351.3 [P/A]*,"Water, Natural",Normal Sample,0,Historic WDIS Database - Agency: DWR - Lab: DWR,,9/18/1968,36,mg/L as N ,1968
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,WDIS_0205613,9/18/1968 12:30,Total Organic Nitrogen,7727379,1.4,0.1,mg/L as N,EPA 351.3 [P/A]*,"Water, Natural",Normal Sample,0,Historic WDIS Database - Agency: DWR - Lab: DWR,,9/18/1968,0,mg/L as N ,1968
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,WDIS_0205613,9/18/1968 12:30,Suspended Solids,0,10,1,mg/L,EPA 160.2 [1]*,"Water, Natural",Normal Sample,0,Historic WDIS Database - Agency: DWR - Lab: DWR,,9/18/1968,0,mg/L   ,1968
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,WDIS_0205613,9/18/1968 12:30,Volatile Suspended Solids,0,10,1,mg/L,EPA 160.4 [1]*,"Water, Natural",Normal Sample,0,Historic WDIS Database - Agency: DWR - Lab: DWR,,9/18/1968,0,mg/L   ,1968
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,WDIS_0205614,9/18/1968 12:40,Volatile Suspended Solids,0,28,1,mg/L,EPA 160.4 [1]*,"Water, Natural",Normal Sample,0,Historic WDIS Database - Agency: DWR - Lab: DWR,,9/18/1968,36,mg/L   ,1968
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,WDIS_0205614,9/18/1968 12:40,Suspended Solids,0,76,1,mg/L,EPA 160.2 [1]*,"Water, Natural",Normal Sample,0,Historic WDIS Database - Agency: DWR - Lab: DWR,,9/18/1968,36,mg/L   ,1968
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,WDIS_0205615,10/3/1968 10:50,Dissolved Ammonia,7664417,0.04,0.01,mg/L as N,EPA 350.2 [1]*,"Water, Natural",Normal Sample,0,Historic WDIS Database - Agency: DWR - Lab: DWR,,10/3/1968,0,mg/L as N ,1968
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,WDIS_0205615,10/3/1968 10:50,Dissolved Nitrate,14797558,0.06,0.01,mg/L as N,"Environ. Sci. and Tech, 6/67 [P/A]*","Water, Natural",Normal Sample,0,Historic WDIS Database - Agency: DWR - Lab: DWR,,10/3/1968,0,mg/L as N ,1968
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,WDIS_0205615,10/3/1968 10:50,Dissolved ortho-Phosphate,14265442,0.07,0.01,mg/L as P,"Std Method 4500-P, D [1]*","Water, Natural",Normal Sample,0,Historic WDIS Database - Agency: DWR - Lab: DWR,,10/3/1968,0,mg/L as P ,1968
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,WDIS_0205616,10/3/1968 11:00,Dissolved ortho-Phosphate,14265442,0.08,0.01,mg/L as P,"Std Method 4500-P, D [1]*","Water, Natural",Normal Sample,0,Historic WDIS Database - Agency: DWR - Lab: DWR,,10/3/1968,26,mg/L as P ,1968
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,WDIS_0205616,10/3/1968 11:00,Dissolved Nitrate,14797558,0.09,0.01,mg/L as N,"Environ. Sci. and Tech, 6/67 [P/A]*","Water, Natural",Normal Sample,0,Historic WDIS Database - Agency: DWR - Lab: DWR,,10/3/1968,26,mg/L as N ,1968
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,WDIS_0205616,10/3/1968 11:00,Total Phosphorus,7723140,0.13,0.01,mg/L as P,UnkH Phosphorus [UnkH]*,"Water, Natural",Normal Sample,0,Historic WDIS Database - Agency: DWR - Lab: DWR,,10/3/1968,26,mg/L as P ,1968
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,WDIS_0205615,10/3/1968 10:50,Total Phosphorus,7723140,0.19,0.01,mg/L as P,UnkH Phosphorus [UnkH]*,"Water, Natural",Normal Sample,0,Historic WDIS Database - Agency: DWR - Lab: DWR,,10/3/1968,0,mg/L as P ,1968
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,WDIS_0205616,10/3/1968 11:00,Dissolved Ammonia,7664417,0.25,0.01,mg/L as N,EPA 350.2 [1]*,"Water, Natural",Normal Sample,0,Historic WDIS Database - Agency: DWR - Lab: DWR,,10/3/1968,26,mg/L as N ,1968
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,WDIS_0205616,10/3/1968 11:00,Total Organic Nitrogen,7727379,0.6,0.1,mg/L as N,EPA 351.3 [P/A]*,"Water, Natural",Normal Sample,0,Historic WDIS Database - Agency: DWR - Lab: DWR,,10/3/1968,26,mg/L as N ,1968
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,WDIS_0205615,10/3/1968 10:50,Total Organic Nitrogen,7727379,1.8,0.1,mg/L as N,EPA 351.3 [P/A]*,"Water, Natural",Normal Sample,0,Historic WDIS Database - Agency: DWR - Lab: DWR,,10/3/1968,0,mg/L as N ,1968
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,WDIS_0205616,10/3/1968 11:00,Volatile Suspended Solids,0,8,1,mg/L,EPA 160.4 [1]*,"Water, Natural",Normal Sample,0,Historic WDIS Database - Agency: DWR - Lab: DWR,,10/3/1968,26,mg/L   ,1968
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,WDIS_0205615,10/3/1968 10:50,Volatile Suspended Solids,0,13,1,mg/L,EPA 160.4 [1]*,"Water, Natural",Normal Sample,0,Historic WDIS Database - Agency: DWR - Lab: DWR,,10/3/1968,0,mg/L   ,1968
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,WDIS_0205615,10/3/1968 10:50,Suspended Solids,0,14,1,mg/L,EPA 160.2 [1]*,"Water, Natural",Normal Sample,0,Historic WDIS Database - Agency: DWR - Lab: DWR,,10/3/1968,0,mg/L   ,1968
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,WDIS_0205616,10/3/1968 11:00,Suspended Solids,0,14,1,mg/L,EPA 160.2 [1]*,"Water, Natural",Normal Sample,0,Historic WDIS Database - Agency: DWR - Lab: DWR,,10/3/1968,26,mg/L   ,1968
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,WDIS_0205618,10/17/1968 10:55,Dissolved ortho-Phosphate,14265442,0.07,0.01,mg/L as P,"Std Method 4500-P, D [1]*","Water, Natural",Normal Sample,0,Historic WDIS Database - Agency: DWR - Lab: DWR,,10/17/1968,30,mg/L as P ,1968
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,WDIS_0205617,10/17/1968 10:45,Dissolved ortho-Phosphate,14265442,0.08,0.01,mg/L as P,"Std Method 4500-P, D [1]*","Water, Natural",Normal Sample,0,Historic WDIS Database - Agency: DWR - Lab: DWR,,10/17/1968,0,mg/L as P ,1968
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,WDIS_0205618,10/17/1968 10:55,Total Phosphorus,7723140,0.11,0.01,mg/L as P,UnkH Phosphorus [UnkH]*,"Water, Natural",Normal Sample,0,Historic WDIS Database - Agency: DWR - Lab: DWR,,10/17/1968,30,mg/L as P ,1968
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,WDIS_0205617,10/17/1968 10:45,Dissolved Nitrate,14797558,0.13,0.01,mg/L as N,"Environ. Sci. and Tech, 6/67 [P/A]*","Water, Natural",Normal Sample,0,Historic WDIS Database - Agency: DWR - Lab: DWR,,10/17/1968,0,mg/L as N ,1968
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,WDIS_0205618,10/17/1968 10:55,Dissolved Nitrate,14797558,0.13,0.01,mg/L as N,"Environ. Sci. and Tech, 6/67 [P/A]*","Water, Natural",Normal Sample,0,Historic WDIS Database - Agency: DWR - Lab: DWR,,10/17/1968,30,mg/L as N ,1968
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,WDIS_0205617,10/17/1968 10:45,Total Phosphorus,7723140,0.14,0.01,mg/L as P,UnkH Phosphorus [UnkH]*,"Water, Natural",Normal Sample,0,Historic WDIS Database - Agency: DWR - Lab: DWR,,10/17/1968,0,mg/L as P ,1968
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,WDIS_0205617,10/17/1968 10:45,Dissolved Ammonia,7664417,0.31,0.01,mg/L as N,EPA 350.2 [1]*,"Water, Natural",Normal Sample,0,Historic WDIS Database - Agency: DWR - Lab: DWR,,10/17/1968,0,mg/L as N ,1968
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,WDIS_0205618,10/17/1968 10:55,Dissolved Ammonia,7664417,0.42,0.01,mg/L as N,EPA 350.2 [1]*,"Water, Natural",Normal Sample,0,Historic WDIS Database - Agency: DWR - Lab: DWR,,10/17/1968,30,mg/L as N ,1968
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,WDIS_0205617,10/17/1968 10:45,Total Organic Nitrogen,7727379,0.7,0.1,mg/L as N,EPA 351.3 [P/A]*,"Water, Natural",Normal Sample,0,Historic WDIS Database - Agency: DWR - Lab: DWR,,10/17/1968,0,mg/L as N ,1968
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,WDIS_0205618,10/17/1968 10:55,Total Organic Nitrogen,7727379,0.7,0.1,mg/L as N,EPA 351.3 [P/A]*,"Water, Natural",Normal Sample,0,Historic WDIS Database - Agency: DWR - Lab: DWR,,10/17/1968,30,mg/L as N ,1968
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,WDIS_0205617,10/17/1968 10:45,Volatile Suspended Solids,0,1.6,1,mg/L,EPA 160.4 [1]*,"Water, Natural",Normal Sample,0,Historic WDIS Database - Agency: DWR - Lab: DWR,,10/17/1968,0,mg/L   ,1968
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,WDIS_0205618,10/17/1968 10:55,Volatile Suspended Solids,0,2,1,mg/L,EPA 160.4 [1]*,"Water, Natural",Normal Sample,0,Historic WDIS Database - Agency: DWR - Lab: DWR,,10/17/1968,30,mg/L   ,1968
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,WDIS_0205617,10/17/1968 10:45,Suspended Solids,0,19,1,mg/L,EPA 160.2 [1]*,"Water, Natural",Normal Sample,0,Historic WDIS Database - Agency: DWR - Lab: DWR,,10/17/1968,0,mg/L   ,1968
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,WDIS_0205618,10/17/1968 10:55,Suspended Solids,0,27,1,mg/L,EPA 160.2 [1]*,"Water, Natural",Normal Sample,0,Historic WDIS Database - Agency: DWR - Lab: DWR,,10/17/1968,30,mg/L   ,1968
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,WDIS_0205620,10/30/1968 12:40,Dissolved ortho-Phosphate,14265442,0.05,0.01,mg/L as P,"Std Method 4500-P, D [1]*","Water, Natural",Normal Sample,0,Historic WDIS Database - Agency: DWR - Lab: DWR,,10/30/1968,30,mg/L as P ,1968
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,WDIS_0205619,10/30/1968 12:30,Dissolved ortho-Phosphate,14265442,0.07,0.01,mg/L as P,"Std Method 4500-P, D [1]*","Water, Natural",Normal Sample,0,Historic WDIS Database - Agency: DWR - Lab: DWR,,10/30/1968,0,mg/L as P ,1968
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,WDIS_0205619,10/30/1968 12:30,Total Phosphorus,7723140,0.13,0.01,mg/L as P,UnkH Phosphorus [UnkH]*,"Water, Natural",Normal Sample,0,Historic WDIS Database - Agency: DWR - Lab: DWR,,10/30/1968,0,mg/L as P ,1968
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,WDIS_0205619,10/30/1968 12:30,Dissolved Nitrate,14797558,0.21,0.01,mg/L as N,"Environ. Sci. and Tech, 6/67 [P/A]*","Water, Natural",Normal Sample,0,Historic WDIS Database - Agency: DWR - Lab: DWR,,10/30/1968,0,mg/L as N ,1968
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,WDIS_0205620,10/30/1968 12:40,Total Phosphorus,7723140,0.21,0.01,mg/L as P,UnkH Phosphorus [UnkH]*,"Water, Natural",Normal Sample,0,Historic WDIS Database - Agency: DWR - Lab: DWR,,10/30/1968,30,mg/L as P ,1968
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,WDIS_0205620,10/30/1968 12:40,Dissolved Nitrate,14797558,0.22,0.01,mg/L as N,"Environ. Sci. and Tech, 6/67 [P/A]*","Water, Natural",Normal Sample,0,Historic WDIS Database - Agency: DWR - Lab: DWR,,10/30/1968,30,mg/L as N ,1968
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,WDIS_0205619,10/30/1968 12:30,Dissolved Ammonia,7664417,0.25,0.01,mg/L as N,EPA 350.2 [1]*,"Water, Natural",Normal Sample,0,Historic WDIS Database - Agency: DWR - Lab: DWR,,10/30/1968,0,mg/L as N ,1968
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,WDIS_0205620,10/30/1968 12:40,Dissolved Ammonia,7664417,0.27,0.01,mg/L as N,EPA 350.2 [1]*,"Water, Natural",Normal Sample,0,Historic WDIS Database - Agency: DWR - Lab: DWR,,10/30/1968,30,mg/L as N ,1968
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,WDIS_0205619,10/30/1968 12:30,Total Organic Nitrogen,7727379,1.1,0.1,mg/L as N,EPA 351.3 [P/A]*,"Water, Natural",Normal Sample,0,Historic WDIS Database - Agency: DWR - Lab: DWR,,10/30/1968,0,mg/L as N ,1968
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,WDIS_0205620,10/30/1968 12:40,Total Organic Nitrogen,7727379,1.7,0.1,mg/L as N,EPA 351.3 [P/A]*,"Water, Natural",Normal Sample,0,Historic WDIS Database - Agency: DWR - Lab: DWR,,10/30/1968,30,mg/L as N ,1968
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,WDIS_0205619,10/30/1968 12:30,Volatile Suspended Solids,0,6.5,1,mg/L,EPA 160.4 [1]*,"Water, Natural",Normal Sample,0,Historic WDIS Database - Agency: DWR - Lab: DWR,,10/30/1968,0,mg/L   ,1968
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,WDIS_0205620,10/30/1968 12:40,Volatile Suspended Solids,0,19,1,mg/L,EPA 160.4 [1]*,"Water, Natural",Normal Sample,0,Historic WDIS Database - Agency: DWR - Lab: DWR,,10/30/1968,30,mg/L   ,1968
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,WDIS_0205619,10/30/1968 12:30,Suspended Solids,0,20,1,mg/L,EPA 160.2 [1]*,"Water, Natural",Normal Sample,0,Historic WDIS Database - Agency: DWR - Lab: DWR,,10/30/1968,0,mg/L   ,1968
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,WDIS_0205620,10/30/1968 12:40,Suspended Solids,0,91,1,mg/L,EPA 160.2 [1]*,"Water, Natural",Normal Sample,0,Historic WDIS Database - Agency: DWR - Lab: DWR,,10/30/1968,30,mg/L   ,1968
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,WDIS_0412137,11/14/1968 10:10,Dissolved ortho-Phosphate,14265442,0.05,0.01,mg/L as P,"Std Method 4500-P, D [1]*","Water, Natural",Normal Sample,0,Historic WDIS Database - Agency: DWR - Lab: DWR,,11/14/1968,30,mg/L as P ,1968
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,WDIS_0412136,11/14/1968 10:00,Dissolved ortho-Phosphate,14265442,0.06,0.01,mg/L as P,"Std Method 4500-P, D [1]*","Water, Natural",Normal Sample,0,Historic WDIS Database - Agency: DWR - Lab: DWR,,11/14/1968,0,mg/L as P ,1968
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,WDIS_0412136,11/14/1968 10:00,Total Phosphorus,7723140,0.07,0.01,mg/L as P,UnkH Phosphorus [UnkH]*,"Water, Natural",Normal Sample,0,Historic WDIS Database - Agency: DWR - Lab: DWR,,11/14/1968,0,mg/L as P ,1968
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,WDIS_0412137,11/14/1968 10:10,Total Phosphorus,7723140,0.08,0.01,mg/L as P,UnkH Phosphorus [UnkH]*,"Water, Natural",Normal Sample,0,Historic WDIS Database - Agency: DWR - Lab: DWR,,11/14/1968,30,mg/L as P ,1968
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,WDIS_0412136,11/14/1968 10:00,Dissolved Ammonia,7664417,0.17,0.01,mg/L as N,EPA 350.2 [1]*,"Water, Natural",Normal Sample,0,Historic WDIS Database - Agency: DWR - Lab: DWR,,11/14/1968,0,mg/L as N ,1968
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,WDIS_0412137,11/14/1968 10:10,Dissolved Ammonia,7664417,0.25,0.01,mg/L as N,EPA 350.2 [1]*,"Water, Natural",Normal Sample,0,Historic WDIS Database - Agency: DWR - Lab: DWR,,11/14/1968,30,mg/L as N ,1968
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,WDIS_0412136,11/14/1968 10:00,Dissolved Nitrate,14797558,0.33,0.01,mg/L as N,"Environ. Sci. and Tech, 6/67 [P/A]*","Water, Natural",Normal Sample,0,Historic WDIS Database - Agency: DWR - Lab: DWR,,11/14/1968,0,mg/L as N ,1968
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,WDIS_0412137,11/14/1968 10:10,Dissolved Nitrate,14797558,0.33,0.01,mg/L as N,"Environ. Sci. and Tech, 6/67 [P/A]*","Water, Natural",Normal Sample,0,Historic WDIS Database - Agency: DWR - Lab: DWR,,11/14/1968,30,mg/L as N ,1968
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,WDIS_0412136,11/14/1968 10:00,Total Organic Nitrogen,7727379,0.6,0.1,mg/L as N,EPA 351.3 [P/A]*,"Water, Natural",Normal Sample,0,Historic WDIS Database - Agency: DWR - Lab: DWR,,11/14/1968,0,mg/L as N ,1968
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,WDIS_0412137,11/14/1968 10:10,Total Organic Nitrogen,7727379,0.6,0.1,mg/L as N,EPA 351.3 [P/A]*,"Water, Natural",Normal Sample,0,Historic WDIS Database - Agency: DWR - Lab: DWR,,11/14/1968,30,mg/L as N ,1968
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,WDIS_0412138,12/4/1968 14:00,Dissolved ortho-Phosphate,14265442,0.05,0.01,mg/L as P,"Std Method 4500-P, D [1]*","Water, Natural",Normal Sample,0,Historic WDIS Database - Agency: DWR - Lab: DWR,,12/4/1968,0,mg/L as P ,1968
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,WDIS_0412139,12/4/1968 14:10,Dissolved ortho-Phosphate,14265442,0.05,0.01,mg/L as P,"Std Method 4500-P, D [1]*","Water, Natural",Normal Sample,0,Historic WDIS Database - Agency: DWR - Lab: DWR,,12/4/1968,30,mg/L as P ,1968
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,WDIS_0412138,12/4/1968 14:00,Total Phosphorus,7723140,0.06,0.01,mg/L as P,UnkH Phosphorus [UnkH]*,"Water, Natural",Normal Sample,0,Historic WDIS Database - Agency: DWR - Lab: DWR,,12/4/1968,0,mg/L as P ,1968
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,WDIS_0412139,12/4/1968 14:10,Total Phosphorus,7723140,0.06,0.01,mg/L as P,UnkH Phosphorus [UnkH]*,"Water, Natural",Normal Sample,0,Historic WDIS Database - Agency: DWR - Lab: DWR,,12/4/1968,30,mg/L as P ,1968
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,WDIS_0412139,12/4/1968 14:10,Dissolved Ammonia,7664417,0.15,0.01,mg/L as N,EPA 350.2 [1]*,"Water, Natural",Normal Sample,0,Historic WDIS Database - Agency: DWR - Lab: DWR,,12/4/1968,30,mg/L as N ,1968
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,WDIS_0412138,12/4/1968 14:00,Dissolved Ammonia,7664417,0.17,0.01,mg/L as N,EPA 350.2 [1]*,"Water, Natural",Normal Sample,0,Historic WDIS Database - Agency: DWR - Lab: DWR,,12/4/1968,0,mg/L as N ,1968
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,WDIS_0412138,12/4/1968 14:00,Total Organic Nitrogen,7727379,0.4,0.1,mg/L as N,EPA 351.3 [P/A]*,"Water, Natural",Normal Sample,0,Historic WDIS Database - Agency: DWR - Lab: DWR,,12/4/1968,0,mg/L as N ,1968
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,WDIS_0412138,12/4/1968 14:00,Dissolved Nitrate,14797558,0.46,0.01,mg/L as N,"Environ. Sci. and Tech, 6/67 [P/A]*","Water, Natural",Normal Sample,0,Historic WDIS Database - Agency: DWR - Lab: DWR,,12/4/1968,0,mg/L as N ,1968
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,WDIS_0412139,12/4/1968 14:10,Dissolved Nitrate,14797558,0.49,0.01,mg/L as N,"Environ. Sci. and Tech, 6/67 [P/A]*","Water, Natural",Normal Sample,0,Historic WDIS Database - Agency: DWR - Lab: DWR,,12/4/1968,30,mg/L as N ,1968
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,WDIS_0412139,12/4/1968 14:10,Total Organic Nitrogen,7727379,0.5,0.1,mg/L as N,EPA 351.3 [P/A]*,"Water, Natural",Normal Sample,0,Historic WDIS Database - Agency: DWR - Lab: DWR,,12/4/1968,30,mg/L as N ,1968
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,WDIS_0412140,12/20/1968 13:45,Dissolved ortho-Phosphate,14265442,0.05,0.01,mg/L as P,"Std Method 4500-P, D [1]*","Water, Natural",Normal Sample,0,Historic WDIS Database - Agency: DWR - Lab: DWR,,12/20/1968,0,mg/L as P ,1968
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,WDIS_0412141,12/20/1968 13:55,Dissolved ortho-Phosphate,14265442,0.05,0.01,mg/L as P,"Std Method 4500-P, D [1]*","Water, Natural",Normal Sample,0,Historic WDIS Database - Agency: DWR - Lab: DWR,,12/20/1968,30,mg/L as P ,1968
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,WDIS_0412140,12/20/1968 13:45,Dissolved Ammonia,7664417,0.07,0.01,mg/L as N,EPA 350.2 [1]*,"Water, Natural",Normal Sample,0,Historic WDIS Database - Agency: DWR - Lab: DWR,,12/20/1968,0,mg/L as N ,1968
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,WDIS_0412141,12/20/1968 13:55,Dissolved Ammonia,7664417,0.11,0.01,mg/L as N,EPA 350.2 [1]*,"Water, Natural",Normal Sample,0,Historic WDIS Database - Agency: DWR - Lab: DWR,,12/20/1968,30,mg/L as N ,1968
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,WDIS_0412141,12/20/1968 13:55,Total Phosphorus,7723140,0.12,0.01,mg/L as P,UnkH Phosphorus [UnkH]*,"Water, Natural",Normal Sample,0,Historic WDIS Database - Agency: DWR - Lab: DWR,,12/20/1968,30,mg/L as P ,1968
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,WDIS_0412140,12/20/1968 13:45,Total Phosphorus,7723140,0.16,0.01,mg/L as P,UnkH Phosphorus [UnkH]*,"Water, Natural",Normal Sample,0,Historic WDIS Database - Agency: DWR - Lab: DWR,,12/20/1968,0,mg/L as P ,1968
