Long Station Name,Short Station Name,Station Number,Sample Code,Collection Date,Analyte,CAS Reg Number,Result,Rpt Limit,Units,Method,Matrix,Sample Type,Parent Sample,Description,Notes,Date,Depth,Units2,Year
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,WDIS_0883467,10/27/1988 11:30,Total Phosphorus,7723140,0.07,0.01,mg/L as P,EPA 365.4 DWR Modified [1]*,"Water, Natural",Normal Sample,0,Historic WDIS Database - Agency: DWR - Lab: DWR,,10/27/1988,0,mg/L as P ,1988
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,WDIS_0883467,10/27/1988 11:30,Dissolved Ammonia,7664417,0.08,0.01,mg/L as N,EPA 350.1 DWR Modified [1]*,"Water, Natural",Normal Sample,0,Historic WDIS Database - Agency: DWR - Lab: DWR,,10/27/1988,0,mg/L as N ,1988
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,WDIS_0321364,10/27/1988 11:30,Dissolved Ammonia,7664417,0.12,0.01,mg/L as N,EPA 350.1 DWR Modified [1]*,"Water, Natural",Normal Sample,0,Historic WDIS Database - Agency: DWR - Lab: DWR,,10/27/1988,28,mg/L as N ,1988
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,WDIS_0321364,10/27/1988 11:30,Total Kjeldahl Nitrogen,0,0.7,0.1,mg/L as N,EPA 351.2 DWR Modified [1]*,"Water, Natural",Normal Sample,0,Historic WDIS Database - Agency: DWR - Lab: DWR,,10/27/1988,28,mg/L as N ,1988
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,WDIS_0883467,10/27/1988 11:30,Total Kjeldahl Nitrogen,0,0.9,0.1,mg/L as N,EPA 351.2 DWR Modified [1]*,"Water, Natural",Normal Sample,0,Historic WDIS Database - Agency: DWR - Lab: DWR,,10/27/1988,0,mg/L as N ,1988
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,WDIS_0883467,10/27/1988 11:30,Dissolved Boron,7440428,1.3,0.1,mg/L,USGS I-2115-85 [1]*,"Water, Natural",Normal Sample,0,Historic WDIS Database - Agency: DWR - Lab: DWR,,10/27/1988,0,mg/L   ,1988
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,WDIS_0883467,10/27/1988 11:30,Turbidity,0,2,1,N.T.U.,"Turbidity, Hach [D-2]*","Water, Natural",Normal Sample,0,Historic WDIS Database - Agency: DWR - Lab: DWR,,10/27/1988,0,N.T.U.   ,1988
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,WDIS_0883467,10/27/1988 11:30,Dissolved Potassium,7440097,2.3,0.1,mg/L,EPA 258.1 [1]*,"Water, Natural",Normal Sample,0,Historic WDIS Database - Agency: DWR - Lab: DWR,,10/27/1988,0,mg/L   ,1988
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,WDIS_0321364,10/27/1988 11:30,Turbidity,0,4,1,N.T.U.,"Turbidity, Hach [D-2]*","Water, Natural",Normal Sample,0,Historic WDIS Database - Agency: DWR - Lab: DWR,,10/27/1988,28,N.T.U.   ,1988
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,WDIS_0883467,10/27/1988 11:30,Dissolved Chloride,16887006,7,1,mg/L,EPA 325.2 [1]*,"Water, Natural",Normal Sample,0,Historic WDIS Database - Agency: DWR - Lab: DWR,,10/27/1988,0,mg/L   ,1988
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,WDIS_0883467,10/27/1988 11:30,Dissolved Sulfate,14808798,11,1,mg/L,EPA 375.2 [1]*,"Water, Natural",Normal Sample,0,Historic WDIS Database - Agency: DWR - Lab: DWR,,10/27/1988,0,mg/L   ,1988
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,WDIS_0883467,10/27/1988 11:30,Dissolved Sodium,7440235,13,1,mg/L,EPA 273.1 [1]*,"Water, Natural",Normal Sample,0,Historic WDIS Database - Agency: DWR - Lab: DWR,,10/27/1988,0,mg/L   ,1988
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,WDIS_0883467,10/27/1988 11:30,Dissolved Magnesium,7439954,20,0.1,mg/L,EPA 242.1 [1]*,"Water, Natural",Normal Sample,0,Historic WDIS Database - Agency: DWR - Lab: DWR,,10/27/1988,0,mg/L   ,1988
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,WDIS_0883467,10/27/1988 11:30,Dissolved Calcium,7440702,24,1,mg/L,EPA 215.1 [1]*,"Water, Natural",Normal Sample,0,Historic WDIS Database - Agency: DWR - Lab: DWR,,10/27/1988,0,mg/L   ,1988
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,WDIS_0883467,10/27/1988 11:30,Dissolved Hardness,0,142,1,mg/L as CaCO3,Std Method 2340 B (D) [1]*,"Water, Natural",Normal Sample,0,Historic WDIS Database - Agency: DWR - Lab: DWR,,10/27/1988,0,mg/L as CaCO3 ,1988
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,WDIS_0883467,10/27/1988 11:30,Total Dissolved Solids,0,187,1,mg/L at 180 ¡C,EPA 160.1 [1]*,"Water, Natural",Normal Sample,0,Historic WDIS Database - Agency: DWR - Lab: DWR,,10/27/1988,0,mg/L at 180 ¡C,1988
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,WDIS_0883468,11/28/1988 13:00,Dissolved Ammonia,7664417,0.01,0.01,mg/L as N,EPA 350.1 DWR Modified [1]*,"Water, Natural",Normal Sample,0,Historic WDIS Database - Agency: DWR - Lab: DWR,,11/28/1988,0,mg/L as N ,1988
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,WDIS_0412683,11/28/1988 13:00,Dissolved Ammonia,7664417,0.03,0.01,mg/L as N,EPA 350.1 DWR Modified [1]*,"Water, Natural",Normal Sample,0,Historic WDIS Database - Agency: DWR - Lab: DWR,,11/28/1988,26,mg/L as N ,1988
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,WDIS_0412683,11/28/1988 13:00,Dissolved Nitrate + Nitrite,0,0.07,0.01,mg/L as N,EPA 353.2 [1]*,"Water, Natural",Normal Sample,0,Historic WDIS Database - Agency: DWR - Lab: DWR,,11/28/1988,26,mg/L as N ,1988
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,WDIS_0883468,11/28/1988 13:00,Dissolved Nitrate + Nitrite,0,0.07,0.01,mg/L as N,EPA 353.2 [1]*,"Water, Natural",Normal Sample,0,Historic WDIS Database - Agency: DWR - Lab: DWR,,11/28/1988,0,mg/L as N ,1988
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,WDIS_0412683,11/28/1988 13:00,Total Phosphorus,7723140,0.09,0.01,mg/L as P,EPA 365.4 DWR Modified [1]*,"Water, Natural",Normal Sample,0,Historic WDIS Database - Agency: DWR - Lab: DWR,,11/28/1988,26,mg/L as P ,1988
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,WDIS_0883468,11/28/1988 13:00,Total Phosphorus,7723140,0.13,0.01,mg/L as P,EPA 365.4 DWR Modified [1]*,"Water, Natural",Normal Sample,0,Historic WDIS Database - Agency: DWR - Lab: DWR,,11/28/1988,0,mg/L as P ,1988
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,WDIS_0412683,11/28/1988 13:00,Total Kjeldahl Nitrogen,0,1.2,0.1,mg/L as N,EPA 351.2 DWR Modified [1]*,"Water, Natural",Normal Sample,0,Historic WDIS Database - Agency: DWR - Lab: DWR,,11/28/1988,26,mg/L as N ,1988
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,WDIS_0883468,11/28/1988 13:00,Dissolved Boron,7440428,1.3,0.1,mg/L,USGS I-2115-85 [1]*,"Water, Natural",Normal Sample,0,Historic WDIS Database - Agency: DWR - Lab: DWR,,11/28/1988,0,mg/L   ,1988
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,WDIS_0883468,11/28/1988 13:00,Total Kjeldahl Nitrogen,0,1.6,0.1,mg/L as N,EPA 351.2 DWR Modified [1]*,"Water, Natural",Normal Sample,0,Historic WDIS Database - Agency: DWR - Lab: DWR,,11/28/1988,0,mg/L as N ,1988
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,WDIS_0883468,11/28/1988 13:00,Dissolved Potassium,7440097,2.3,0.1,mg/L,EPA 258.1 [1]*,"Water, Natural",Normal Sample,0,Historic WDIS Database - Agency: DWR - Lab: DWR,,11/28/1988,0,mg/L   ,1988
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,WDIS_0883468,11/28/1988 13:00,Turbidity,0,3,1,N.T.U.,"Turbidity, Hach [D-2]*","Water, Natural",Normal Sample,0,Historic WDIS Database - Agency: DWR - Lab: DWR,,11/28/1988,0,N.T.U.   ,1988
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,WDIS_0412683,11/28/1988 13:00,Turbidity,0,5,1,N.T.U.,"Turbidity, Hach [D-2]*","Water, Natural",Normal Sample,0,Historic WDIS Database - Agency: DWR - Lab: DWR,,11/28/1988,26,N.T.U.   ,1988
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,WDIS_0883468,11/28/1988 13:00,Dissolved Sodium,7440235,14,1,mg/L,EPA 273.1 [1]*,"Water, Natural",Normal Sample,0,Historic WDIS Database - Agency: DWR - Lab: DWR,,11/28/1988,0,mg/L   ,1988
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,WDIS_0883468,11/28/1988 13:00,Dissolved Magnesium,7439954,20,0.1,mg/L,EPA 242.1 [1]*,"Water, Natural",Normal Sample,0,Historic WDIS Database - Agency: DWR - Lab: DWR,,11/28/1988,0,mg/L   ,1988
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,WDIS_0883468,11/28/1988 13:00,Dissolved Calcium,7440702,24,1,mg/L,EPA 215.1 [1]*,"Water, Natural",Normal Sample,0,Historic WDIS Database - Agency: DWR - Lab: DWR,,11/28/1988,0,mg/L   ,1988
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,WDIS_0883468,11/28/1988 13:00,Dissolved Hardness,0,142,1,mg/L as CaCO3,Std Method 2340 B (D) [1]*,"Water, Natural",Normal Sample,0,Historic WDIS Database - Agency: DWR - Lab: DWR,,11/28/1988,0,mg/L as CaCO3 ,1988
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,WDIS_0883469,1/4/1989 12:45,Turbidity,0,1,1,N.T.U.,"Turbidity, Hach [D-2]*","Water, Natural",Normal Sample,0,Historic WDIS Database - Agency: DWR - Lab: DWR,,1/4/1989,0,N.T.U.   ,1989
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,WDIS_0883469,1/4/1989 12:45,Dissolved Boron,7440428,1.3,0.1,mg/L,USGS I-2115-85 [1]*,"Water, Natural",Normal Sample,0,Historic WDIS Database - Agency: DWR - Lab: DWR,,1/4/1989,0,mg/L   ,1989
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,WDIS_0883469,1/4/1989 12:45,Dissolved Potassium,7440097,2.3,0.1,mg/L,EPA 258.1 [1]*,"Water, Natural",Normal Sample,0,Historic WDIS Database - Agency: DWR - Lab: DWR,,1/4/1989,0,mg/L   ,1989
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,WDIS_0883469,1/4/1989 12:45,Dissolved Sodium,7440235,14,1,mg/L,EPA 273.1 [1]*,"Water, Natural",Normal Sample,0,Historic WDIS Database - Agency: DWR - Lab: DWR,,1/4/1989,0,mg/L   ,1989
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,WDIS_0883469,1/4/1989 12:45,Dissolved Magnesium,7439954,20,0.1,mg/L,EPA 242.1 [1]*,"Water, Natural",Normal Sample,0,Historic WDIS Database - Agency: DWR - Lab: DWR,,1/4/1989,0,mg/L   ,1989
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,WDIS_0883469,1/4/1989 12:45,Dissolved Calcium,7440702,25,1,mg/L,EPA 215.1 [1]*,"Water, Natural",Normal Sample,0,Historic WDIS Database - Agency: DWR - Lab: DWR,,1/4/1989,0,mg/L   ,1989
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,WDIS_0883469,1/4/1989 12:45,Dissolved Hardness,0,145,1,mg/L as CaCO3,Std Method 2340 B (D) [1]*,"Water, Natural",Normal Sample,0,Historic WDIS Database - Agency: DWR - Lab: DWR,,1/4/1989,0,mg/L as CaCO3 ,1989
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,WDIS_0883470,2/3/1989 13:00,Dissolved Boron,7440428,1.4,0.1,mg/L,USGS I-2115-85 [1]*,"Water, Natural",Normal Sample,0,Historic WDIS Database - Agency: DWR - Lab: DWR,,2/3/1989,0,mg/L   ,1989
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,WDIS_0883470,2/3/1989 13:00,Dissolved Potassium,7440097,2.3,0.1,mg/L,EPA 258.1 [1]*,"Water, Natural",Normal Sample,0,Historic WDIS Database - Agency: DWR - Lab: DWR,,2/3/1989,0,mg/L   ,1989
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,WDIS_0883470,2/3/1989 13:00,Turbidity,0,3,1,N.T.U.,"Turbidity, Hach [D-2]*","Water, Natural",Normal Sample,0,Historic WDIS Database - Agency: DWR - Lab: DWR,,2/3/1989,0,N.T.U.   ,1989
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,WDIS_0883470,2/3/1989 13:00,Dissolved Sodium,7440235,14,1,mg/L,EPA 273.1 [1]*,"Water, Natural",Normal Sample,0,Historic WDIS Database - Agency: DWR - Lab: DWR,,2/3/1989,0,mg/L   ,1989
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,WDIS_0883470,2/3/1989 13:00,Dissolved Magnesium,7439954,21,0.1,mg/L,EPA 242.1 [1]*,"Water, Natural",Normal Sample,0,Historic WDIS Database - Agency: DWR - Lab: DWR,,2/3/1989,0,mg/L   ,1989
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,WDIS_0883470,2/3/1989 13:00,Dissolved Calcium,7440702,26,1,mg/L,EPA 215.1 [1]*,"Water, Natural",Normal Sample,0,Historic WDIS Database - Agency: DWR - Lab: DWR,,2/3/1989,0,mg/L   ,1989
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,WDIS_0883470,2/3/1989 13:00,Dissolved Hardness,0,152,1,mg/L as CaCO3,Std Method 2340 B (D) [1]*,"Water, Natural",Normal Sample,0,Historic WDIS Database - Agency: DWR - Lab: DWR,,2/3/1989,0,mg/L as CaCO3 ,1989
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,WDIS_0883471,3/1/1989 8:30,Total Phosphorus,7723140,0.06,0.01,mg/L as P,EPA 365.4 DWR Modified [1]*,"Water, Natural",Normal Sample,0,Historic WDIS Database - Agency: DWR - Lab: DWR,,3/1/1989,0,mg/L as P ,1989
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,WDIS_0412685,3/1/1989 8:30,Total Phosphorus,7723140,0.07,0.01,mg/L as P,EPA 365.4 DWR Modified [1]*,"Water, Natural",Normal Sample,0,Historic WDIS Database - Agency: DWR - Lab: DWR,,3/1/1989,31,mg/L as P ,1989
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,WDIS_0883471,3/1/1989 8:30,Dissolved Ammonia,7664417,0.12,0.01,mg/L as N,EPA 350.1 DWR Modified [1]*,"Water, Natural",Normal Sample,0,Historic WDIS Database - Agency: DWR - Lab: DWR,,3/1/1989,0,mg/L as N ,1989
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,WDIS_0412685,3/1/1989 8:30,Dissolved Nitrate + Nitrite,0,0.14,0.01,mg/L as N,EPA 353.2 [1]*,"Water, Natural",Normal Sample,0,Historic WDIS Database - Agency: DWR - Lab: DWR,,3/1/1989,31,mg/L as N ,1989
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,WDIS_0883471,3/1/1989 8:30,Dissolved Nitrate + Nitrite,0,0.15,0.01,mg/L as N,EPA 353.2 [1]*,"Water, Natural",Normal Sample,0,Historic WDIS Database - Agency: DWR - Lab: DWR,,3/1/1989,0,mg/L as N ,1989
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,WDIS_0412685,3/1/1989 8:30,Dissolved Ammonia,7664417,0.16,0.01,mg/L as N,EPA 350.1 DWR Modified [1]*,"Water, Natural",Normal Sample,0,Historic WDIS Database - Agency: DWR - Lab: DWR,,3/1/1989,31,mg/L as N ,1989
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,WDIS_0883471,3/1/1989 8:30,Total Kjeldahl Nitrogen,0,1.2,0.1,mg/L as N,EPA 351.2 DWR Modified [1]*,"Water, Natural",Normal Sample,0,Historic WDIS Database - Agency: DWR - Lab: DWR,,3/1/1989,0,mg/L as N ,1989
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,WDIS_0412685,3/1/1989 8:30,Total Kjeldahl Nitrogen,0,1.2,0.1,mg/L as N,EPA 351.2 DWR Modified [1]*,"Water, Natural",Normal Sample,0,Historic WDIS Database - Agency: DWR - Lab: DWR,,3/1/1989,31,mg/L as N ,1989
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,WDIS_0883471,3/1/1989 8:30,Dissolved Boron,7440428,1.4,0.1,mg/L,USGS I-2115-85 [1]*,"Water, Natural",Normal Sample,0,Historic WDIS Database - Agency: DWR - Lab: DWR,,3/1/1989,0,mg/L   ,1989
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,WDIS_0883471,3/1/1989 8:30,Dissolved Potassium,7440097,1.7,0.1,mg/L,EPA 258.1 [1]*,"Water, Natural",Normal Sample,0,Historic WDIS Database - Agency: DWR - Lab: DWR,,3/1/1989,0,mg/L   ,1989
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,WDIS_0883471,3/1/1989 8:30,Turbidity,0,3,1,N.T.U.,"Turbidity, Hach [D-2]*","Water, Natural",Normal Sample,0,Historic WDIS Database - Agency: DWR - Lab: DWR,,3/1/1989,0,N.T.U.   ,1989
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,WDIS_0412685,3/1/1989 8:30,Turbidity,0,6,1,N.T.U.,"Turbidity, Hach [D-2]*","Water, Natural",Normal Sample,0,Historic WDIS Database - Agency: DWR - Lab: DWR,,3/1/1989,31,N.T.U.   ,1989
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,WDIS_0883471,3/1/1989 8:30,Dissolved Sodium,7440235,12,1,mg/L,EPA 273.1 [1]*,"Water, Natural",Normal Sample,0,Historic WDIS Database - Agency: DWR - Lab: DWR,,3/1/1989,0,mg/L   ,1989
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,WDIS_0883471,3/1/1989 8:30,Dissolved Magnesium,7439954,19,0.1,mg/L,EPA 242.1 [1]*,"Water, Natural",Normal Sample,0,Historic WDIS Database - Agency: DWR - Lab: DWR,,3/1/1989,0,mg/L   ,1989
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,WDIS_0883471,3/1/1989 8:30,Dissolved Calcium,7440702,24,1,mg/L,EPA 215.1 [1]*,"Water, Natural",Normal Sample,0,Historic WDIS Database - Agency: DWR - Lab: DWR,,3/1/1989,0,mg/L   ,1989
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,WDIS_0883471,3/1/1989 8:30,Dissolved Hardness,0,138,1,mg/L as CaCO3,Std Method 2340 B (D) [1]*,"Water, Natural",Normal Sample,0,Historic WDIS Database - Agency: DWR - Lab: DWR,,3/1/1989,0,mg/L as CaCO3 ,1989
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,WDIS_0883472,3/30/1989 12:00,Total Arsenic,7440382,0.001,0.001,mg/L,Std Method 3114 C [1]*,"Water, Natural",Normal Sample,0,Historic WDIS Database - Agency: DWR - Lab: DWR,,3/30/1989,0,mg/L   ,1989
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,WDIS_0321366,3/30/1989 12:00,Total Arsenic,7440382,0.001,0.001,mg/L,Std Method 3114 C [1]*,"Water, Natural",Normal Sample,0,Historic WDIS Database - Agency: DWR - Lab: DWR,,3/30/1989,30,mg/L   ,1989
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,WDIS_0883472,3/30/1989 12:00,Total Manganese,7439965,0.01,0.001,mg/L,EPA 243.2 (T) [1]*,"Water, Natural",Normal Sample,0,Historic WDIS Database - Agency: DWR - Lab: DWR,,3/30/1989,0,mg/L   ,1989
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,WDIS_0883472,3/30/1989 12:00,Dissolved Ammonia,7664417,0.02,0.01,mg/L as N,EPA 350.1 DWR Modified [1]*,"Water, Natural",Normal Sample,0,Historic WDIS Database - Agency: DWR - Lab: DWR,,3/30/1989,0,mg/L as N ,1989
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,WDIS_0321366,3/30/1989 12:00,Total Manganese,7439965,0.02,0.001,mg/L,EPA 243.2 (T) [1]*,"Water, Natural",Normal Sample,0,Historic WDIS Database - Agency: DWR - Lab: DWR,,3/30/1989,30,mg/L   ,1989
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,WDIS_0883472,3/30/1989 12:00,Total Phosphorus,7723140,0.06,0.01,mg/L as P,EPA 365.4 DWR Modified [1]*,"Water, Natural",Normal Sample,0,Historic WDIS Database - Agency: DWR - Lab: DWR,,3/30/1989,0,mg/L as P ,1989
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,WDIS_0321366,3/30/1989 12:00,Total Phosphorus,7723140,0.06,0.01,mg/L as P,EPA 365.4 DWR Modified [1]*,"Water, Natural",Normal Sample,0,Historic WDIS Database - Agency: DWR - Lab: DWR,,3/30/1989,30,mg/L as P ,1989
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,WDIS_0321366,3/30/1989 12:00,Dissolved Ammonia,7664417,0.09,0.01,mg/L as N,EPA 350.1 DWR Modified [1]*,"Water, Natural",Normal Sample,0,Historic WDIS Database - Agency: DWR - Lab: DWR,,3/30/1989,30,mg/L as N ,1989
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,WDIS_0321366,3/30/1989 12:00,Dissolved Nitrate + Nitrite,0,0.1,0.01,mg/L as N,EPA 353.2 [1]*,"Water, Natural",Normal Sample,0,Historic WDIS Database - Agency: DWR - Lab: DWR,,3/30/1989,30,mg/L as N ,1989
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,WDIS_0883472,3/30/1989 12:00,Dissolved Nitrate + Nitrite,0,0.12,0.01,mg/L as N,EPA 353.2 [1]*,"Water, Natural",Normal Sample,0,Historic WDIS Database - Agency: DWR - Lab: DWR,,3/30/1989,0,mg/L as N ,1989
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,WDIS_0883472,3/30/1989 12:00,Total Iron,7439896,0.2,0.001,mg/L,EPA 236.2 (T) [1]*,"Water, Natural",Normal Sample,0,Historic WDIS Database - Agency: DWR - Lab: DWR,,3/30/1989,0,mg/L   ,1989
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,WDIS_0321366,3/30/1989 12:00,Total Iron,7439896,0.5,0.001,mg/L,EPA 236.2 (T) [1]*,"Water, Natural",Normal Sample,0,Historic WDIS Database - Agency: DWR - Lab: DWR,,3/30/1989,30,mg/L   ,1989
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,WDIS_0321366,3/30/1989 12:00,Total Kjeldahl Nitrogen,0,0.8,0.1,mg/L as N,EPA 351.2 DWR Modified [1]*,"Water, Natural",Normal Sample,0,Historic WDIS Database - Agency: DWR - Lab: DWR,,3/30/1989,30,mg/L as N ,1989
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,WDIS_0883472,3/30/1989 12:00,Total Kjeldahl Nitrogen,0,0.9,0.1,mg/L as N,EPA 351.2 DWR Modified [1]*,"Water, Natural",Normal Sample,0,Historic WDIS Database - Agency: DWR - Lab: DWR,,3/30/1989,0,mg/L as N ,1989
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,WDIS_0883472,3/30/1989 12:00,Dissolved Boron,7440428,1.3,0.1,mg/L,USGS I-2115-85 [1]*,"Water, Natural",Normal Sample,0,Historic WDIS Database - Agency: DWR - Lab: DWR,,3/30/1989,0,mg/L   ,1989
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,WDIS_0883472,3/30/1989 12:00,Dissolved Potassium,7440097,2.1,0.1,mg/L,EPA 258.1 [1]*,"Water, Natural",Normal Sample,0,Historic WDIS Database - Agency: DWR - Lab: DWR,,3/30/1989,0,mg/L   ,1989
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,WDIS_0883472,3/30/1989 12:00,Turbidity,0,3,1,N.T.U.,"Turbidity, Hach [D-2]*","Water, Natural",Normal Sample,0,Historic WDIS Database - Agency: DWR - Lab: DWR,,3/30/1989,0,N.T.U.   ,1989
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,WDIS_0321366,3/30/1989 12:00,Turbidity,0,5,1,N.T.U.,"Turbidity, Hach [D-2]*","Water, Natural",Normal Sample,0,Historic WDIS Database - Agency: DWR - Lab: DWR,,3/30/1989,30,N.T.U.   ,1989
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,WDIS_0883472,3/30/1989 12:00,Dissolved Chloride,16887006,7,1,mg/L,EPA 325.2 [1]*,"Water, Natural",Normal Sample,0,Historic WDIS Database - Agency: DWR - Lab: DWR,,3/30/1989,0,mg/L   ,1989
CLEAR LK LO ARM CL3 ,CLEAR LK LO ARM CL3 ,A8L85792406,WDIS_0883472,3/30/1989 12:00,Dissolved Sulfate,14808798,10,1,mg/L,EPA 375.2 [1]*,"Water, Natural",Normal Sample,0,Historic WDIS Database - Agency: DWR - Lab: DWR,,3/30/1989,0,mg/L   ,1989
